t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
    46516 ;      150 ;     N   ;         400 ;       ? ; entrada
    46542 ;      148 ;     N   ;         100 ;       ? ; entrada
    46555 ;      468 ;     S   ;         500 ;   15439 ; saida
    46577 ;      148 ;     N   ;         100 ;   36159 ; saida
    46578 ;      306 ;     S   ;         500 ;       ? ; entrada
    46597 ;      209 ;     N   ;         400 ;       ? ; entrada
    46605 ;      179 ;     N   ;         300 ;       ? ; entrada
    46632 ;      182 ;     N   ;         100 ;       ? ; entrada
    46654 ;      186 ;     N   ;         400 ;       ? ; entrada
    46689 ;      186 ;     N   ;         400 ;   35515 ; saida
    46712 ;      192 ;     N   ;         200 ;       ? ; entrada
    46742 ;      204 ;     N   ;         350 ;       ? ; entrada
    46761 ;      205 ;     N   ;          50 ;       ? ; entrada
    46810 ;      206 ;     N   ;         350 ;       ? ; entrada
    47548 ;      259 ;     E   ;         450 ;       ? ; entrada
    47562 ;      172 ;     N   ;          50 ;       ? ; entrada
    47587 ;      224 ;     N   ;         450 ;       ? ; entrada
    47651 ;      213 ;     N   ;         200 ;   34012 ; saida
    47706 ;      108 ;     O   ;         250 ;   40085 ; saida
    47717 ;      261 ;     N   ;         350 ;   31077 ; saida
    46399 ;      215 ;     S   ;          50 ;   32809 ; saida
    47727 ;      162 ;     S   ;         400 ;   37426 ; saida
    47824 ;      209 ;     N   ;         400 ;   35474 ; saida
    47917 ;      135 ;     S   ;         500 ;   39571 ; saida
    51060 ;      155 ;     O   ;         150 ;   40972 ; saida
    51091 ;      211 ;     S   ;         300 ;   37489 ; saida
    51128 ;      188 ;     S   ;         350 ;   39917 ; saida
    51145 ;      289 ;     O   ;         200 ;       ? ; entrada
    51165 ;      465 ;     O   ;         250 ;       ? ; entrada
    51174 ;      291 ;     O   ;         300 ;       ? ; entrada
    51185 ;      295 ;     O   ;         300 ;       ? ; entrada
    51195 ;      296 ;     O   ;         450 ;       ? ; entrada
    51207 ;      466 ;     N   ;         500 ;       ? ; entrada
    51217 ;      464 ;     N   ;         150 ;       ? ; entrada
    51225 ;      282 ;     N   ;          50 ;       ? ; entrada
    51235 ;      284 ;     N   ;         300 ;       ? ; entrada
    51244 ;      175 ;     S   ;          50 ;       ? ; entrada
    51255 ;      290 ;     S   ;         150 ;       ? ; entrada
    53216 ;      258 ;     E   ;         400 ;       ? ; entrada
    53422 ;      220 ;     S   ;         100 ;       ? ; entrada
    53735 ;      287 ;     S   ;         350 ;       ? ; entrada
    54366 ;      159 ;     S   ;         100 ;       ? ; entrada
    54386 ;      232 ;     S   ;         100 ;       ? ; entrada
    54399 ;      275 ;     S   ;         250 ;       ? ; entrada
    54413 ;      471 ;     O   ;         250 ;       ? ; entrada
    54421 ;      257 ;     O   ;         200 ;       ? ; entrada
    54436 ;      472 ;     E   ;         300 ;       ? ; entrada
    54445 ;      281 ;     S   ;         500 ;       ? ; entrada
    54457 ;      288 ;     S   ;         350 ;       ? ; entrada
    55135 ;      154 ;     S   ;         350 ;       ? ; entrada
    55228 ;      154 ;     S   ;         350 ;   45154 ; saida
    55314 ;      467 ;     N   ;         200 ;       ? ; entrada
    55345 ;      535 ;     E   ;         300 ;       ? ; entrada
    55274 ;      368 ;     E   ;         150 ;       ? ; entrada
    55361 ;      252 ;     S   ;         200 ;       ? ; entrada
    55394 ;      273 ;     N   ;         150 ;       ? ; entrada
    56246 ;      303 ;     E   ;         500 ;       ? ; entrada
    56284 ;      307 ;     N   ;         350 ;       ? ; entrada
    56411 ;      307 ;     N   ;         350 ;   33889 ; saida
    56447 ;      303 ;     E   ;         500 ;   33985 ; saida
    59136 ;      192 ;     N   ;         200 ;   47755 ; saida
    59210 ;      205 ;     N   ;          50 ;   47258 ; saida
    59479 ;      259 ;     E   ;         450 ;   37123 ; saida
    59686 ;      144 ;     S   ;         400 ;   50744 ; saida
    59728 ;      164 ;     S   ;         450 ;   49493 ; saida
    59759 ;      149 ;     S   ;          50 ;   49361 ; saida
    61067 ;      224 ;     N   ;         450 ;   47552 ; saida
    61090 ;      168 ;     N   ;         350 ;   50803 ; saida
    61101 ;      158 ;     S   ;         250 ;   50955 ; saida
    61103 ;      177 ;     S   ;         450 ;   45480 ; saida
    61166 ;      136 ;     S   ;         100 ;   52547 ; saida
    61438 ;      367 ;     S   ;         450 ;   38115 ; saida
    59797 ;      206 ;     N   ;         350 ;   47729 ; saida
    61466 ;      216 ;     S   ;         200 ;   48036 ; saida
    61500 ;      289 ;     O   ;         200 ;   44574 ; saida
    61543 ;      465 ;     O   ;         250 ;   30461 ; saida
    61564 ;      469 ;     N   ;         300 ;       ? ; entrada
    62433 ;      296 ;     O   ;         450 ;   40097 ; saida
    62467 ;      282 ;     N   ;          50 ;   40233 ; saida
    62500 ;      290 ;     S   ;         150 ;   45532 ; saida
    62712 ;      258 ;     E   ;         400 ;   40389 ; saida
    62819 ;      285 ;     N   ;         300 ;       ? ; entrada
    63451 ;      159 ;     S   ;         100 ;   53285 ; saida
    63470 ;      232 ;     S   ;         100 ;   49672 ; saida
    63487 ;      275 ;     S   ;         250 ;   41334 ; saida
    63526 ;      471 ;     O   ;         250 ;   32381 ; saida
    63543 ;      257 ;     O   ;         200 ;   41272 ; saida
    63563 ;      472 ;     E   ;         300 ;   32410 ; saida
    63579 ;      281 ;     S   ;         500 ;   41359 ; saida
    63596 ;      288 ;     S   ;         350 ;   46688 ; saida
    63883 ;      306 ;     S   ;         500 ;   41367 ; saida
    63942 ;      182 ;     N   ;         100 ;   52928 ; saida
    63987 ;      535 ;     E   ;         300 ;   30955 ; saida
    64014 ;      273 ;     N   ;         150 ;   41882 ; saida
    64412 ;      172 ;     N   ;          50 ;   51374 ; saida
    64749 ;      249 ;     O   ;         450 ;   50431 ; saida
    64782 ;       90 ;     S   ;         350 ;   59433 ; saida
    64815 ;      291 ;     O   ;         300 ;   47824 ; saida
    64980 ;      466 ;     N   ;         500 ;   33886 ; saida
    65249 ;      175 ;     S   ;          50 ;   53000 ; saida
    66069 ;      285 ;     N   ;         300 ;   43731 ; saida
    67501 ;      464 ;     N   ;         150 ;   36426 ; saida
    67519 ;       50 ;     N   ;         400 ;   62568 ; saida
    67536 ;      295 ;     O   ;         300 ;   45163 ; saida
    67977 ;      394 ;     S   ;         500 ;       ? ; entrada
    68003 ;      391 ;     S   ;         200 ;       ? ; entrada
    68025 ;      358 ;     S   ;         400 ;       ? ; entrada
    68045 ;      385 ;     S   ;         400 ;       ? ; entrada
    68281 ;      287 ;     S   ;         350 ;   51331 ; saida
    68379 ;      179 ;     N   ;         300 ;   57469 ; saida
    68450 ;      467 ;     N   ;         200 ;   37337 ; saida
    68518 ;      252 ;     S   ;         200 ;   54123 ; saida
    68590 ;      204 ;     N   ;         350 ;   56651 ; saida
    66532 ;      368 ;     E   ;         150 ;   43081 ; saida
    69066 ;      412 ;     S   ;         300 ;       ? ; entrada
    69110 ;      393 ;     O   ;         200 ;       ? ; entrada
    69156 ;      390 ;     O   ;         250 ;       ? ; entrada
    69181 ;      302 ;     O   ;          50 ;       ? ; entrada
    69212 ;      383 ;     O   ;         100 ;       ? ; entrada
    69239 ;      428 ;     S   ;         150 ;       ? ; entrada
    69264 ;      425 ;     S   ;         350 ;       ? ; entrada
    69286 ;      384 ;     N   ;          50 ;       ? ; entrada
    69333 ;      412 ;     S   ;         300 ;   38852 ; saida
    69587 ;      386 ;     N   ;         450 ;       ? ; entrada
    70995 ;      429 ;     S   ;         450 ;       ? ; entrada
    71021 ;      426 ;     S   ;         150 ;       ? ; entrada
    71038 ;      299 ;     E   ;         300 ;       ? ; entrada
    71092 ;      298 ;     O   ;         250 ;       ? ; entrada
    72473 ;      386 ;     N   ;         450 ;   48999 ; saida
    74443 ;      387 ;     N   ;         150 ;       ? ; entrada
    74514 ;      387 ;     N   ;         150 ;   51013 ; saida
    74535 ;      235 ;     N   ;         100 ;       ? ; entrada
    74556 ;      411 ;     N   ;          50 ;       ? ; entrada
    74570 ;      396 ;     N   ;         100 ;       ? ; entrada
    74598 ;      396 ;     N   ;         100 ;   44028 ; saida
    74613 ;      424 ;     N   ;          50 ;       ? ; entrada
    74628 ;      392 ;     N   ;         350 ;       ? ; entrada
    74659 ;      284 ;     N   ;         300 ;   52371 ; saida
    74692 ;      120 ;     O   ;         400 ;   67832 ; saida
    74710 ;      236 ;     E   ;         200 ;       ? ; entrada
    74756 ;      236 ;     E   ;         200 ;   51230 ; saida
    75028 ;      400 ;     E   ;         350 ;       ? ; entrada
    75072 ;      427 ;     E   ;         500 ;       ? ; entrada
    74787 ;      405 ;     E   ;          50 ;       ? ; entrada
    78446 ;      393 ;     O   ;         200 ;   54908 ; saida
    78460 ;      385 ;     S   ;         400 ;   54953 ; saida
    78496 ;      383 ;     O   ;         100 ;   55037 ; saida
    78529 ;      384 ;     N   ;          50 ;   55062 ; saida
    78575 ;      429 ;     S   ;         450 ;   47915 ; saida
    78616 ;      298 ;     O   ;         250 ;   56269 ; saida
    78650 ;      411 ;     N   ;          50 ;   48094 ; saida
    78681 ;      220 ;     S   ;         100 ;   65910 ; saida
    78717 ;      392 ;     N   ;         350 ;   55189 ; saida
    78753 ;      400 ;     E   ;         350 ;   48235 ; saida
    78789 ;      427 ;     E   ;         500 ;   48089 ; saida
    78839 ;      391 ;     S   ;         200 ;   55319 ; saida
    78864 ;      358 ;     S   ;         400 ;   55598 ; saida
    78967 ;      390 ;     O   ;         250 ;   55465 ; saida
    79000 ;      428 ;     S   ;         150 ;   48404 ; saida
    79030 ;      299 ;     E   ;         300 ;   56662 ; saida
    79060 ;      469 ;     N   ;         300 ;   47936 ; saida
    79093 ;      424 ;     N   ;          50 ;   48472 ; saida
    79125 ;      394 ;     S   ;         500 ;   55579 ; saida
    79155 ;      302 ;     O   ;          50 ;   56735 ; saida
    79187 ;      425 ;     S   ;         350 ;   48544 ; saida
    79216 ;      235 ;     N   ;         100 ;   54147 ; saida
    79246 ;      405 ;     E   ;          50 ;   48755 ; saida
    79277 ;      426 ;     S   ;         150 ;   48594 ; saida
    79312 ;      150 ;     N   ;         400 ;   68933 ; saida
    80463 ;      430 ;     N   ;         200 ;       ? ; entrada
    80587 ;      440 ;     O   ;         200 ;       ? ; entrada
    80702 ;      439 ;     O   ;         200 ;       ? ; entrada
    80732 ;      439 ;     O   ;         200 ;   49905 ; saida
    80737 ;      431 ;     N   ;         300 ;       ? ; entrada
    80765 ;      431 ;     N   ;         300 ;   50021 ; saida
    80766 ;      440 ;     O   ;         200 ;   49878 ; saida
    80780 ;      432 ;     O   ;         250 ;       ? ; entrada
    82961 ;      473 ;     N   ;         450 ;       ? ; entrada
    83023 ;      473 ;     N   ;         450 ;   51853 ; saida
    83023 ;      456 ;     S   ;          50 ;       ? ; entrada
    83106 ;      456 ;     S   ;          50 ;   52108 ; saida
    83201 ;      447 ;     E   ;         300 ;       ? ; entrada
    83252 ;      447 ;     E   ;         300 ;   51924 ; saida
    83482 ;      498 ;     S   ;         150 ;       ? ; entrada
    83507 ;      498 ;     S   ;         150 ;   52071 ; saida
    83528 ;      462 ;     O   ;         100 ;       ? ; entrada
    83552 ;      462 ;     O   ;         100 ;   52508 ; saida
    83572 ;      490 ;     O   ;         400 ;       ? ; entrada
    83596 ;      490 ;     O   ;         400 ;   52240 ; saida
    83614 ;      304 ;     S   ;         450 ;       ? ; entrada
    83638 ;      304 ;     S   ;         450 ;   61162 ; saida
    83659 ;      444 ;     S   ;         150 ;       ? ; entrada
    83683 ;      444 ;     S   ;         150 ;   52789 ; saida
    83700 ;      305 ;     S   ;         300 ;       ? ; entrada
    83725 ;      305 ;     S   ;         300 ;   61225 ; saida
    83745 ;      437 ;     E   ;         150 ;       ? ; entrada
    83770 ;      437 ;     E   ;         150 ;   52963 ; saida
    83788 ;      309 ;     N   ;         400 ;       ? ; entrada
    83812 ;      309 ;     N   ;         400 ;   61142 ; saida
    83833 ;      443 ;     S   ;         200 ;       ? ; entrada
    83858 ;      443 ;     S   ;         200 ;   52976 ; saida
    83876 ;      271 ;     O   ;         250 ;       ? ; entrada
    83900 ;      271 ;     O   ;         250 ;   61315 ; saida
    83921 ;      446 ;     E   ;         200 ;       ? ; entrada
    83944 ;      446 ;     E   ;         200 ;   53031 ; saida
    83962 ;      267 ;     N   ;         200 ;       ? ; entrada
    83985 ;      267 ;     N   ;         200 ;   61449 ; saida
    84005 ;      434 ;     S   ;         400 ;       ? ; entrada
    84029 ;      434 ;     S   ;         400 ;   53255 ; saida
    84045 ;      442 ;     S   ;         500 ;       ? ; entrada
    84056 ;      269 ;     S   ;          50 ;       ? ; entrada
    84087 ;      269 ;     S   ;          50 ;   61521 ; saida
    84101 ;      270 ;     N   ;         150 ;       ? ; entrada
    84128 ;      270 ;     N   ;         150 ;   61552 ; saida
    84145 ;      268 ;     O   ;         250 ;       ? ; entrada
    84163 ;      450 ;     E   ;         150 ;       ? ; entrada
    84175 ;      308 ;     E   ;         100 ;       ? ; entrada
    84207 ;      308 ;     E   ;         100 ;   61593 ; saida
    84680 ;      430 ;     N   ;         200 ;   53949 ; saida
    84720 ;      432 ;     O   ;         250 ;   53965 ; saida
    84845 ;      504 ;     S   ;         450 ;       ? ; entrada
    84893 ;      450 ;     E   ;         150 ;   53948 ; saida
    84962 ;      268 ;     O   ;         250 ;   62368 ; saida
    84829 ;      442 ;     S   ;         500 ;   53954 ; saida
    85184 ;      504 ;     S   ;         450 ;   53677 ; saida
    85204 ;      505 ;     S   ;         100 ;       ? ; entrada
    85261 ;      494 ;     O   ;         500 ;       ? ; entrada
    85316 ;      508 ;     E   ;         450 ;       ? ; entrada
    85353 ;      495 ;     O   ;         150 ;       ? ; entrada
    85369 ;      492 ;     O   ;         250 ;       ? ; entrada
    85383 ;      496 ;     E   ;         400 ;       ? ; entrada
    85339 ;      493 ;     O   ;          50 ;       ? ; entrada
    85411 ;      500 ;     O   ;         400 ;       ? ; entrada
    85438 ;      495 ;     O   ;         150 ;   54030 ; saida
    85472 ;      489 ;     E   ;         400 ;       ? ; entrada
    85511 ;      496 ;     E   ;         400 ;   54085 ; saida
    85525 ;      508 ;     E   ;         450 ;   53933 ; saida
    85578 ;      500 ;     O   ;         400 ;   54120 ; saida
    85597 ;      494 ;     O   ;         500 ;   54200 ; saida
    85616 ;      492 ;     O   ;         250 ;   54239 ; saida
    85635 ;      493 ;     O   ;          50 ;   54248 ; saida
    85666 ;      506 ;     S   ;         400 ;       ? ; entrada
    85720 ;      489 ;     E   ;         400 ;   54359 ; saida
    85554 ;      505 ;     S   ;         100 ;   54046 ; saida
