t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
   650885 ;     5425 ;     N   ;          50 ;       ? ; entrada
   650901 ;     5425 ;     N   ;          50 ;    7092 ; saida
   650919 ;     5444 ;     N   ;         500 ;    5590 ; saida
   651127 ;     5381 ;     N   ;         450 ;       ? ; entrada
   651148 ;     5428 ;     N   ;         100 ;    6226 ; saida
   651164 ;     5430 ;     N   ;         250 ;    6179 ; saida
   651172 ;     5432 ;     N   ;         300 ;       ? ; entrada
   651197 ;     5432 ;     N   ;         300 ;    6173 ; saida
   651213 ;     5282 ;     N   ;         250 ;       ? ; entrada
   651224 ;     5084 ;     N   ;         300 ;       ? ; entrada
   651238 ;     5226 ;     N   ;         350 ;       ? ; entrada
   651251 ;     4979 ;     E   ;         200 ;       ? ; entrada
   651281 ;     5374 ;     N   ;         400 ;       ? ; entrada
   651294 ;     4979 ;     E   ;         200 ;   68285 ; saida
   651301 ;     4981 ;     E   ;         100 ;       ? ; entrada
   651313 ;     5070 ;     E   ;         100 ;       ? ; entrada
   651258 ;     5006 ;     E   ;         500 ;       ? ; entrada
   651340 ;     5070 ;     E   ;         100 ;   68108 ; saida
   651351 ;     5084 ;     N   ;         300 ;   64757 ; saida
   651376 ;     5006 ;     E   ;         500 ;   68374 ; saida
   651401 ;     5037 ;     E   ;         500 ;       ? ; entrada
   651418 ;     5037 ;     E   ;         500 ;   68381 ; saida
   651437 ;     5083 ;     N   ;         250 ;       ? ; entrada
   651453 ;     5083 ;     N   ;         250 ;   64919 ; saida
   651477 ;     5224 ;     N   ;         150 ;   22495 ; saida
   651512 ;     4920 ;     E   ;         400 ;   68482 ; saida
   651531 ;     5226 ;     N   ;         350 ;   41179 ; saida
   651555 ;     5363 ;     N   ;         300 ;   13405 ; saida
   651575 ;     5282 ;     N   ;         250 ;   26973 ; saida
   651661 ;     5384 ;     N   ;         150 ;       ? ; entrada
   651630 ;     4981 ;     E   ;         100 ;   68673 ; saida
   651680 ;     4764 ;     S   ;         250 ;       ? ; entrada
   651706 ;     4896 ;     O   ;         100 ;       ? ; entrada
   651739 ;     4896 ;     O   ;         100 ;   88435 ; saida
   651770 ;     5366 ;     N   ;         150 ;   13506 ; saida
   651866 ;     4542 ;     S   ;         250 ;       ? ; entrada
   651908 ;     4675 ;     O   ;         150 ;       ? ; entrada
   651816 ;     5384 ;     N   ;         150 ;   11960 ; saida
   651982 ;     4675 ;     O   ;         150 ;  107858 ; saida
   652095 ;     4803 ;     O   ;         150 ;       ? ; entrada
   652196 ;     4764 ;     S   ;         250 ;  100091 ; saida
   652210 ;     4542 ;     S   ;         250 ;  121511 ; saida
   652335 ;     4803 ;     O   ;         150 ;  100777 ; saida
   652737 ;     4707 ;     O   ;         300 ;       ? ; entrada
   652776 ;     4707 ;     O   ;         300 ;  108320 ; saida
   652818 ;     4748 ;     O   ;         450 ;       ? ; entrada
   653578 ;     4444 ;     O   ;          50 ;       ? ; entrada
   653601 ;     4703 ;     O   ;         400 ;       ? ; entrada
   653630 ;     4985 ;     S   ;         200 ;       ? ; entrada
   653651 ;     4985 ;     S   ;         200 ;   70935 ; saida
   653626 ;     4444 ;     O   ;          50 ;  128909 ; saida
   653657 ;     5146 ;     S   ;          50 ;       ? ; entrada
   653701 ;     5146 ;     S   ;          50 ;   62563 ; saida
   653749 ;     5395 ;     N   ;         300 ;       ? ; entrada
   653771 ;     5395 ;     N   ;         300 ;   12377 ; saida
   653817 ;     5458 ;     N   ;         100 ;       ? ; entrada
   653848 ;     4980 ;     S   ;         100 ;       ? ; entrada
   653887 ;     5458 ;     N   ;         100 ;    7120 ; saida
   653862 ;     4703 ;     O   ;         400 ;  109482 ; saida
   653867 ;     5090 ;     E   ;          50 ;       ? ; entrada
   654004 ;     5090 ;     E   ;          50 ;   68263 ; saida
   654076 ;     4965 ;     E   ;         450 ;       ? ; entrada
   654079 ;     4980 ;     S   ;         100 ;   71363 ; saida
   654425 ;     4777 ;     O   ;         250 ;       ? ; entrada
   654476 ;     4777 ;     O   ;         250 ;   97894 ; saida
   654470 ;     5455 ;     N   ;         350 ;       ? ; entrada
   654518 ;     4778 ;     O   ;          50 ;       ? ; entrada
   654552 ;     4778 ;     O   ;          50 ;   97964 ; saida
   654588 ;     4782 ;     O   ;         300 ;       ? ; entrada
   654584 ;     4804 ;     O   ;         400 ;       ? ; entrada
   654624 ;     4785 ;     O   ;         300 ;       ? ; entrada
   654650 ;     4804 ;     O   ;         400 ;   97594 ; saida
   654675 ;     4782 ;     O   ;         300 ;   98026 ; saida
   654741 ;     5382 ;     N   ;          50 ;       ? ; entrada
   654785 ;     5382 ;     N   ;          50 ;   13076 ; saida
   654863 ;     4748 ;     O   ;         450 ;  105693 ; saida
   654881 ;     4715 ;     O   ;         100 ;       ? ; entrada
   654949 ;     5381 ;     N   ;         450 ;   13205 ; saida
   655008 ;     5374 ;     N   ;         400 ;   15913 ; saida
   654929 ;     5455 ;     N   ;         350 ;    8272 ; saida
   654853 ;     4965 ;     E   ;         450 ;   77065 ; saida
   655086 ;     5077 ;     S   ;         500 ;       ? ; entrada
   655167 ;     4786 ;     O   ;         200 ;       ? ; entrada
   655395 ;     4715 ;     O   ;         100 ;  112299 ; saida
   655461 ;     4786 ;     O   ;         200 ;   98745 ; saida
   655643 ;     4785 ;     O   ;         300 ;   98949 ; saida
   655750 ;     5044 ;     S   ;         300 ;       ? ; entrada
   655926 ;     5059 ;     S   ;          50 ;       ? ; entrada
   655961 ;     5162 ;     E   ;         500 ;       ? ; entrada
   656012 ;     4943 ;     S   ;         450 ;       ? ; entrada
   656054 ;     4943 ;     S   ;         450 ;   78449 ; saida
   656096 ;     5031 ;     S   ;         200 ;       ? ; entrada
   656140 ;     5031 ;     S   ;         200 ;   75727 ; saida
   656626 ;     5162 ;     E   ;         500 ;   63318 ; saida
   656734 ;     5158 ;     E   ;         400 ;       ? ; entrada
   656833 ;     5009 ;     S   ;         250 ;       ? ; entrada
   656870 ;     5009 ;     S   ;         250 ;   79315 ; saida
   656964 ;     5158 ;     E   ;         400 ;   64222 ; saida
   657495 ;     5023 ;     S   ;         350 ;       ? ; entrada
   657525 ;     5138 ;     S   ;          50 ;       ? ; entrada
   657626 ;     5138 ;     S   ;          50 ;   67737 ; saida
   657983 ;     5023 ;     S   ;         350 ;   78549 ; saida
   658035 ;     5144 ;     S   ;         100 ;       ? ; entrada
   658204 ;     5144 ;     S   ;         100 ;   67279 ; saida
   658477 ;     5096 ;     N   ;         350 ;       ? ; entrada
   658669 ;     5000 ;     S   ;          50 ;       ? ; entrada
   658705 ;     5000 ;     S   ;          50 ;   81739 ; saida
   658752 ;     5139 ;     S   ;         350 ;       ? ; entrada
   658789 ;     5139 ;     S   ;         350 ;   68644 ; saida
   658826 ;     5057 ;     S   ;         350 ;       ? ; entrada
   658864 ;     5057 ;     S   ;         350 ;   77203 ; saida
   658919 ;     5168 ;     N   ;         300 ;       ? ; entrada
   658944 ;     5096 ;     N   ;         350 ;   72912 ; saida
   658978 ;     5168 ;     N   ;         300 ;   65134 ; saida
   658651 ;     5034 ;     S   ;         350 ;       ? ; entrada
   659062 ;     5034 ;     S   ;         350 ;   78231 ; saida
   659222 ;     5082 ;     N   ;         100 ;       ? ; entrada
   659273 ;     5082 ;     N   ;         100 ;   72779 ; saida
   659302 ;     4949 ;     S   ;         150 ;       ? ; entrada
   659397 ;     5036 ;     S   ;         250 ;       ? ; entrada
   659480 ;     5100 ;     N   ;          50 ;       ? ; entrada
   659563 ;     5061 ;     S   ;         300 ;       ? ; entrada
   659618 ;     4907 ;     S   ;         250 ;       ? ; entrada
   659798 ;     4780 ;     E   ;         300 ;       ? ; entrada
   659927 ;     4907 ;     S   ;         250 ;   82636 ; saida
   660009 ;     4949 ;     S   ;         150 ;   84116 ; saida
   660099 ;     5061 ;     S   ;         300 ;   78184 ; saida
   660151 ;     5100 ;     N   ;          50 ;   73901 ; saida
   660205 ;     4780 ;     E   ;         300 ;  103588 ; saida
   660252 ;     5036 ;     S   ;         250 ;   79356 ; saida
   660425 ;     5044 ;     S   ;         300 ;   79436 ; saida
   660506 ;     5059 ;     S   ;          50 ;   78733 ; saida
   660581 ;     5170 ;     N   ;         500 ;       ? ; entrada
   660628 ;     5030 ;     S   ;         500 ;       ? ; entrada
   660712 ;     5170 ;     N   ;         500 ;   66478 ; saida
   660899 ;     5077 ;     S   ;         500 ;   74649 ; saida
   660976 ;     4982 ;     E   ;         500 ;       ? ; entrada
   661019 ;     4982 ;     E   ;         500 ;   78346 ; saida
   660968 ;     5030 ;     S   ;         500 ;   81197 ; saida
   661073 ;     5369 ;     N   ;         250 ;       ? ; entrada
   661115 ;     5369 ;     N   ;         250 ;   22108 ; saida
   662014 ;     4905 ;     O   ;         450 ;       ? ; entrada
   662057 ;     4543 ;     O   ;         350 ;       ? ; entrada
   662382 ;     4543 ;     O   ;         350 ;  131593 ; saida
   662899 ;     4544 ;     O   ;         200 ;       ? ; entrada
   662932 ;     5472 ;     N   ;         300 ;       ? ; entrada
   662954 ;     5475 ;     N   ;          50 ;       ? ; entrada
   662971 ;     4929 ;     O   ;         350 ;       ? ; entrada
   663013 ;     5001 ;     S   ;         500 ;       ? ; entrada
   663030 ;     4922 ;     S   ;          50 ;       ? ; entrada
   663044 ;     4964 ;     E   ;         350 ;       ? ; entrada
   663058 ;     5452 ;     N   ;         200 ;       ? ; entrada
   663065 ;     4898 ;     O   ;         400 ;       ? ; entrada
   663103 ;     5484 ;     N   ;         450 ;       ? ; entrada
   663110 ;     4931 ;     O   ;         350 ;       ? ; entrada
   663124 ;     4996 ;     S   ;         250 ;       ? ; entrada
   663128 ;     4642 ;     O   ;          50 ;       ? ; entrada
   663162 ;     4650 ;     O   ;         350 ;       ? ; entrada
   663222 ;     4930 ;     O   ;         500 ;       ? ; entrada
   663247 ;     5041 ;     S   ;         200 ;       ? ; entrada
   663542 ;     4960 ;     O   ;         250 ;       ? ; entrada
   663700 ;     5461 ;     N   ;         450 ;       ? ; entrada
   663736 ;     4544 ;     O   ;         200 ;  132914 ; saida
   663820 ;     5472 ;     N   ;         300 ;   16249 ; saida
   663889 ;     5001 ;     S   ;         500 ;   80941 ; saida
   663970 ;     5452 ;     N   ;         200 ;   17700 ; saida
   664011 ;     4952 ;     O   ;         300 ;       ? ; entrada
   664061 ;     5484 ;     N   ;         450 ;   15246 ; saida
   664129 ;     4642 ;     O   ;          50 ;  126905 ; saida
   664201 ;     4650 ;     O   ;         350 ;  126533 ; saida
   664278 ;     4930 ;     O   ;         500 ;   89418 ; saida
   664358 ;     5041 ;     S   ;         200 ;   81281 ; saida
   664382 ;     5043 ;     S   ;         450 ;       ? ; entrada
   664591 ;     4960 ;     O   ;         250 ;   88438 ; saida
   664729 ;     5461 ;     N   ;         450 ;   17806 ; saida
   664799 ;     4929 ;     O   ;         350 ;   89954 ; saida
   664874 ;     4898 ;     O   ;         400 ;  101535 ; saida
   665168 ;     4996 ;     S   ;         250 ;   82267 ; saida
   665279 ;     4952 ;     O   ;         300 ;   89325 ; saida
   665364 ;     5475 ;     N   ;          50 ;   17351 ; saida
   665381 ;     4905 ;     O   ;         450 ;  101913 ; saida
   665336 ;     4964 ;     E   ;         350 ;   88465 ; saida
   665575 ;     4922 ;     S   ;          50 ;   82948 ; saida
   665690 ;     5043 ;     S   ;         450 ;   82572 ; saida
   665786 ;     4931 ;     O   ;         350 ;   90897 ; saida
   666410 ;     5042 ;     S   ;         400 ;       ? ; entrada
   666434 ;     5065 ;     O   ;         300 ;       ? ; entrada
   666426 ;     4983 ;     O   ;         250 ;       ? ; entrada
   666458 ;     5065 ;     O   ;         300 ;   84227 ; saida
   666487 ;     4983 ;     O   ;         250 ;   89822 ; saida
   666511 ;     5042 ;     S   ;         400 ;   83424 ; saida
   666523 ;     4997 ;     S   ;         500 ;       ? ; entrada
   666547 ;     4997 ;     S   ;         500 ;   83639 ; saida
   666875 ;     5114 ;     O   ;         150 ;       ? ; entrada
   667521 ;     4940 ;     O   ;         400 ;       ? ; entrada
   668077 ;     4940 ;     O   ;         400 ;   96430 ; saida
   669533 ;     4875 ;     E   ;         200 ;       ? ; entrada
   669561 ;     4875 ;     E   ;         200 ;  105652 ; saida
   669567 ;     5172 ;     E   ;         300 ;       ? ; entrada
   669588 ;     5172 ;     E   ;         300 ;   74903 ; saida
   669594 ;     5188 ;     E   ;         100 ;       ? ; entrada
   669614 ;     5188 ;     E   ;         100 ;   72694 ; saida
   669622 ;     5470 ;     N   ;          50 ;       ? ; entrada
   669642 ;     5470 ;     N   ;          50 ;   20616 ; saida
   669651 ;     5184 ;     E   ;         100 ;       ? ; entrada
   669664 ;     5221 ;     E   ;         100 ;       ? ; entrada
   669675 ;     5222 ;     E   ;         150 ;       ? ; entrada
   669692 ;     5180 ;     E   ;         250 ;       ? ; entrada
   669710 ;     5181 ;     E   ;         150 ;       ? ; entrada
   669717 ;     5233 ;     S   ;         300 ;       ? ; entrada
   669733 ;     5123 ;     E   ;         200 ;       ? ; entrada
   669746 ;     4987 ;     O   ;         100 ;       ? ; entrada
   669755 ;     5130 ;     E   ;         100 ;       ? ; entrada
   669775 ;     5095 ;     O   ;         200 ;       ? ; entrada
   669805 ;     5179 ;     E   ;         150 ;       ? ; entrada
   669830 ;     5129 ;     E   ;         450 ;       ? ; entrada
   669845 ;     5106 ;     O   ;         100 ;       ? ; entrada
   669849 ;     5132 ;     E   ;         250 ;       ? ; entrada
   669871 ;     5108 ;     O   ;         400 ;       ? ; entrada
   669873 ;     5186 ;     E   ;         350 ;       ? ; entrada
   669901 ;     5109 ;     O   ;          50 ;       ? ; entrada
   669904 ;     5185 ;     E   ;         300 ;       ? ; entrada
   669937 ;     5113 ;     O   ;         200 ;       ? ; entrada
   670195 ;     5010 ;     O   ;         500 ;       ? ; entrada
   669975 ;     5142 ;     E   ;         450 ;       ? ; entrada
   670013 ;     5190 ;     E   ;         200 ;       ? ; entrada
   670018 ;     5004 ;     O   ;         200 ;       ? ; entrada
   670044 ;     5463 ;     N   ;         250 ;       ? ; entrada
   670048 ;     5007 ;     O   ;         200 ;       ? ; entrada
   670079 ;     5437 ;     N   ;         100 ;       ? ; entrada
   670083 ;     5008 ;     O   ;         100 ;       ? ; entrada
   670112 ;     4988 ;     E   ;         500 ;       ? ; entrada
   670136 ;     4882 ;     O   ;         450 ;       ? ; entrada
   670234 ;     4945 ;     O   ;         300 ;       ? ; entrada
   670147 ;     4971 ;     E   ;         450 ;       ? ; entrada
   670172 ;     5128 ;     O   ;         100 ;       ? ; entrada
   670182 ;     4666 ;     E   ;         150 ;       ? ; entrada
   669686 ;     5079 ;     E   ;         250 ;       ? ; entrada
   670279 ;     5011 ;     O   ;         100 ;       ? ; entrada
   670400 ;     5011 ;     O   ;         100 ;   92486 ; saida
   670452 ;     4950 ;     O   ;         150 ;       ? ; entrada
   670494 ;     5140 ;     O   ;         300 ;       ? ; entrada
   670527 ;     5014 ;     O   ;         200 ;       ? ; entrada
   670597 ;     5014 ;     O   ;         200 ;   91386 ; saida
   670639 ;     5022 ;     O   ;         250 ;       ? ; entrada
   670640 ;     5181 ;     E   ;         150 ;   74843 ; saida
   670672 ;     5222 ;     E   ;         150 ;   60614 ; saida
   670704 ;     5022 ;     O   ;         250 ;   91290 ; saida
   670746 ;     5123 ;     E   ;         200 ;   82255 ; saida
   670748 ;     5244 ;     E   ;         100 ;       ? ; entrada
   670785 ;     5246 ;     E   ;         250 ;       ? ; entrada
   670824 ;     5130 ;     E   ;         100 ;   81813 ; saida
   670845 ;     5246 ;     E   ;         250 ;   58997 ; saida
   670878 ;     5254 ;     E   ;         200 ;       ? ; entrada
   670933 ;     5254 ;     E   ;         200 ;   51483 ; saida
   670971 ;     5129 ;     E   ;         450 ;   81498 ; saida
   670972 ;     5259 ;     E   ;         100 ;       ? ; entrada
   669799 ;     5099 ;     O   ;         350 ;       ? ; entrada
   671045 ;     5221 ;     E   ;         100 ;   61171 ; saida
   671021 ;     5095 ;     O   ;         200 ;   85108 ; saida
   671109 ;     5108 ;     O   ;         400 ;   84027 ; saida
   669976 ;     5116 ;     O   ;         350 ;       ? ; entrada
   671263 ;     5114 ;     O   ;         150 ;   83667 ; saida
   671289 ;     5125 ;     E   ;         200 ;       ? ; entrada
   671952 ;     5104 ;     O   ;         500 ;       ? ; entrada
   671999 ;     5463 ;     N   ;         250 ;   24894 ; saida
   671748 ;     5176 ;     O   ;         200 ;       ? ; entrada
   671532 ;     5081 ;     O   ;         100 ;       ? ; entrada
   671567 ;     5122 ;     O   ;         250 ;       ? ; entrada
   671619 ;     5076 ;     O   ;         450 ;       ? ; entrada
   671689 ;     5110 ;     O   ;         150 ;       ? ; entrada
   672041 ;     5190 ;     E   ;         200 ;   74465 ; saida
   672062 ;     5185 ;     E   ;         300 ;   75068 ; saida
   672083 ;     5142 ;     E   ;         450 ;   80892 ; saida
   672179 ;     5078 ;     O   ;         150 ;       ? ; entrada
   672273 ;     5208 ;     E   ;         100 ;       ? ; entrada
   672289 ;     5204 ;     E   ;         100 ;       ? ; entrada
   672301 ;     5209 ;     E   ;         250 ;       ? ; entrada
   672328 ;     5008 ;     O   ;         100 ;   94825 ; saida
   672369 ;     4882 ;     O   ;         450 ;   94970 ; saida
   672385 ;     5297 ;     O   ;         150 ;       ? ; entrada
   672396 ;     5097 ;     O   ;         150 ;       ? ; entrada
   672747 ;     5263 ;     O   ;         300 ;       ? ; entrada
   672775 ;     5255 ;     O   ;         250 ;       ? ; entrada
   672843 ;     4666 ;     E   ;         150 ;  134220 ; saida
   672858 ;     4973 ;     S   ;          50 ;       ? ; entrada
   672345 ;     5266 ;     O   ;          50 ;       ? ; entrada
   672798 ;     5267 ;     O   ;         100 ;       ? ; entrada
   672969 ;     5079 ;     E   ;         250 ;   86548 ; saida
   673062 ;     4973 ;     S   ;          50 ;   89106 ; saida
   673349 ;     5277 ;     O   ;         500 ;       ? ; entrada
   673362 ;     5160 ;     O   ;         250 ;       ? ; entrada
   673387 ;     5225 ;     O   ;         450 ;       ? ; entrada
   673595 ;     5343 ;     O   ;         500 ;       ? ; entrada
   673643 ;     5219 ;     O   ;         150 ;       ? ; entrada
   674415 ;     5349 ;     O   ;         450 ;       ? ; entrada
   674451 ;     5359 ;     O   ;         350 ;       ? ; entrada
   673408 ;     5244 ;     E   ;         100 ;   61714 ; saida
   674675 ;     5233 ;     S   ;         300 ;   59892 ; saida
   674793 ;     5259 ;     E   ;         100 ;   52183 ; saida
   674872 ;     5106 ;     O   ;         100 ;   87842 ; saida
   674969 ;     5186 ;     E   ;         350 ;   78476 ; saida
   675083 ;     5116 ;     O   ;         350 ;   87370 ; saida
   675153 ;     5109 ;     O   ;          50 ;   87981 ; saida
   675388 ;     5113 ;     O   ;         200 ;   87883 ; saida
   675499 ;     5010 ;     O   ;         500 ;   97854 ; saida
   675591 ;     5004 ;     O   ;         200 ;   98172 ; saida
   675645 ;     5007 ;     O   ;         200 ;   98184 ; saida
   675735 ;     4677 ;     E   ;         100 ;       ? ; entrada
   675789 ;     4677 ;     E   ;         100 ;  131657 ; saida
   675884 ;     4969 ;     E   ;         500 ;       ? ; entrada
   675920 ;     4969 ;     E   ;         500 ;   92151 ; saida
   675926 ;     5287 ;     O   ;         100 ;       ? ; entrada
   675946 ;     5287 ;     O   ;         100 ;   44278 ; saida
   675950 ;     5163 ;     E   ;         200 ;       ? ; entrada
   675975 ;     5163 ;     E   ;         200 ;   82748 ; saida
   675980 ;     5293 ;     O   ;         400 ;       ? ; entrada
   675993 ;     4995 ;     O   ;         200 ;       ? ; entrada
   676013 ;     4995 ;     O   ;         200 ;   93137 ; saida
   676019 ;     5261 ;     O   ;         400 ;       ? ; entrada
   676039 ;     5261 ;     O   ;         400 ;   53178 ; saida
   676042 ;     5040 ;     O   ;         450 ;       ? ; entrada
   676063 ;     5040 ;     O   ;         450 ;   93008 ; saida
   676068 ;     5279 ;     O   ;         250 ;       ? ; entrada
   676088 ;     5279 ;     O   ;         250 ;   51650 ; saida
   676094 ;     5281 ;     O   ;         350 ;       ? ; entrada
   676105 ;     5069 ;     O   ;         350 ;       ? ; entrada
   676124 ;     5069 ;     O   ;         350 ;   92956 ; saida
   676127 ;     5071 ;     O   ;         100 ;       ? ; entrada
   676147 ;     5071 ;     O   ;         100 ;   92868 ; saida
   676153 ;     5257 ;     O   ;         300 ;       ? ; entrada
   676166 ;     5234 ;     O   ;         200 ;       ? ; entrada
   676185 ;     5234 ;     O   ;         200 ;   61391 ; saida
   676189 ;     4966 ;     O   ;          50 ;       ? ; entrada
   676209 ;     4966 ;     O   ;          50 ;   92583 ; saida
   676236 ;     5249 ;     O   ;         300 ;       ? ; entrada
   676257 ;     5249 ;     O   ;         300 ;   56473 ; saida
   676263 ;     5342 ;     O   ;         200 ;       ? ; entrada
   676284 ;     5342 ;     O   ;         200 ;   39843 ; saida
   676290 ;     5346 ;     O   ;         300 ;       ? ; entrada
   676310 ;     5346 ;     O   ;         300 ;   39420 ; saida
   676325 ;     5329 ;     O   ;         450 ;       ? ; entrada
   676345 ;     5330 ;     O   ;         250 ;       ? ; entrada
   676358 ;     5027 ;     O   ;         400 ;       ? ; entrada
   676380 ;     5027 ;     O   ;         400 ;   96830 ; saida
   676385 ;     5292 ;     O   ;         400 ;       ? ; entrada
   676398 ;     5143 ;     O   ;         300 ;       ? ; entrada
   676418 ;     5143 ;     O   ;         300 ;   85668 ; saida
   676423 ;     5145 ;     O   ;         200 ;       ? ; entrada
   676444 ;     5145 ;     O   ;         200 ;   85452 ; saida
   676448 ;     5039 ;     O   ;         200 ;       ? ; entrada
   676469 ;     5039 ;     O   ;         200 ;   95519 ; saida
   676473 ;     5053 ;     O   ;         500 ;       ? ; entrada
   676506 ;     5081 ;     O   ;         100 ;   90059 ; saida
   676532 ;     5330 ;     O   ;         250 ;   41548 ; saida
   676552 ;     5365 ;     O   ;          50 ;       ? ; entrada
   676595 ;     5365 ;     O   ;          50 ;   38382 ; saida
   676597 ;     5026 ;     O   ;         100 ;       ? ; entrada
   676619 ;     5026 ;     O   ;         100 ;   97098 ; saida
   676665 ;     5311 ;     O   ;         300 ;       ? ; entrada
   676697 ;     5060 ;     O   ;         100 ;       ? ; entrada
   676717 ;     5063 ;     O   ;         400 ;       ? ; entrada
   676727 ;     5060 ;     O   ;         100 ;   94864 ; saida
   676748 ;     5311 ;     O   ;         300 ;   43272 ; saida
   676754 ;     5063 ;     O   ;         400 ;   94677 ; saida
   676763 ;     5335 ;     O   ;         300 ;       ? ; entrada
   676789 ;     5053 ;     O   ;         500 ;   95437 ; saida
   676813 ;     5253 ;     O   ;         400 ;       ? ; entrada
   676829 ;     5321 ;     O   ;         350 ;       ? ; entrada
   676848 ;     5253 ;     O   ;         400 ;   57208 ; saida
   676869 ;     5257 ;     O   ;         300 ;   54311 ; saida
   676883 ;     5321 ;     O   ;         350 ;   41240 ; saida
   676902 ;     5281 ;     O   ;         350 ;   52359 ; saida
   676919 ;     5292 ;     O   ;         400 ;   45202 ; saida
   676934 ;     5293 ;     O   ;         400 ;   45194 ; saida
   676973 ;     5076 ;     O   ;         450 ;   91010 ; saida
   676980 ;     5176 ;     O   ;         200 ;   81776 ; saida
   677028 ;     5327 ;     O   ;         200 ;       ? ; entrada
   677047 ;     5110 ;     O   ;         150 ;   89789 ; saida
   677069 ;     5327 ;     O   ;         200 ;   43455 ; saida
   677111 ;     5310 ;     O   ;         450 ;       ? ; entrada
   677135 ;     5122 ;     O   ;         250 ;   88814 ; saida
   677152 ;     5078 ;     O   ;         150 ;   90856 ; saida
   677154 ;     5104 ;     O   ;         500 ;   89092 ; saida
   677521 ;     5206 ;     O   ;         150 ;       ? ; entrada
   677586 ;     5067 ;     O   ;         500 ;       ? ; entrada
   677649 ;     5154 ;     O   ;          50 ;       ? ; entrada
   677703 ;     5157 ;     O   ;         400 ;       ? ; entrada
   677738 ;     4921 ;     O   ;         500 ;       ? ; entrada
   677770 ;     5164 ;     S   ;         250 ;       ? ; entrada
   677824 ;     5017 ;     O   ;         250 ;       ? ; entrada
   677851 ;     4991 ;     O   ;         250 ;       ? ; entrada
   677885 ;     4992 ;     O   ;         250 ;       ? ; entrada
   677909 ;     4986 ;     O   ;         100 ;       ? ; entrada
   677993 ;     4945 ;     O   ;         300 ;  100324 ; saida
   678073 ;     5154 ;     O   ;          50 ;   85775 ; saida
   678108 ;     5067 ;     O   ;         500 ;   95471 ; saida
   678158 ;     5329 ;     O   ;         450 ;   43131 ; saida
   678687 ;     5207 ;     O   ;         350 ;       ? ; entrada
   679180 ;     5207 ;     O   ;         350 ;   80118 ; saida
   679181 ;     5338 ;     O   ;         300 ;       ? ; entrada
   679270 ;     5338 ;     O   ;         300 ;   43100 ; saida
   679361 ;     5121 ;     O   ;         450 ;       ? ; entrada
   679471 ;     5121 ;     O   ;         450 ;   84582 ; saida
   679510 ;     5151 ;     O   ;         100 ;       ? ; entrada
   679542 ;     5194 ;     O   ;         250 ;       ? ; entrada
   679603 ;     5194 ;     O   ;         250 ;   82018 ; saida
   679618 ;     5097 ;     O   ;         150 ;   93550 ; saida
   679693 ;     5213 ;     O   ;         450 ;       ? ; entrada
   679735 ;     5213 ;     O   ;         450 ;   79114 ; saida
   679834 ;     5208 ;     E   ;         100 ;   79134 ; saida
   679953 ;     5204 ;     E   ;         100 ;   79222 ; saida
   680015 ;     5266 ;     O   ;          50 ;   56593 ; saida
   680066 ;     5209 ;     E   ;         250 ;   80851 ; saida
   680164 ;     5203 ;     O   ;         250 ;       ? ; entrada
   681317 ;     5203 ;     O   ;         250 ;   80569 ; saida
   680187 ;     5103 ;     O   ;         250 ;       ? ; entrada
   680247 ;     4988 ;     E   ;         500 ;   97449 ; saida
   680280 ;     5175 ;     O   ;         500 ;       ? ; entrada
   680349 ;     4971 ;     E   ;         450 ;   96491 ; saida
   680431 ;     5128 ;     O   ;         100 ;   91019 ; saida
   680518 ;     5263 ;     O   ;         300 ;   57746 ; saida
   680579 ;     5255 ;     O   ;         250 ;   58503 ; saida
   680625 ;     5267 ;     O   ;         100 ;   57217 ; saida
   680685 ;     5184 ;     E   ;         100 ;   84358 ; saida
   681357 ;     5437 ;     N   ;         100 ;   35174 ; saida
   680780 ;     4950 ;     O   ;         150 ;  103080 ; saida
   680863 ;     5140 ;     O   ;         300 ;   90555 ; saida
   680941 ;     5343 ;     O   ;         500 ;   44313 ; saida
   680905 ;     4987 ;     O   ;         100 ;  103993 ; saida
   680950 ;     5160 ;     O   ;         250 ;   87759 ; saida
   681037 ;     5335 ;     O   ;         300 ;   45022 ; saida
   681091 ;     5099 ;     O   ;         350 ;   94910 ; saida
   681149 ;     5132 ;     E   ;         250 ;   92041 ; saida
   681478 ;     5157 ;     O   ;         400 ;   88905 ; saida
   681613 ;     4921 ;     O   ;         500 ;   98954 ; saida
   681583 ;     5310 ;     O   ;         450 ;   47956 ; saida
   681751 ;     5206 ;     O   ;         150 ;   82784 ; saida
   681919 ;     5017 ;     O   ;         250 ;   99097 ; saida
   682083 ;     4991 ;     O   ;         250 ;   99253 ; saida
   682190 ;     4992 ;     O   ;         250 ;   99343 ; saida
   682311 ;     4986 ;     O   ;         100 ;   99557 ; saida
   682423 ;     5297 ;     O   ;         150 ;   50588 ; saida
   682576 ;     5219 ;     O   ;         150 ;   53535 ; saida
   682645 ;     5349 ;     O   ;         450 ;   45436 ; saida
   682714 ;     5359 ;     O   ;         350 ;   45072 ; saida
   682731 ;     5199 ;     O   ;         450 ;       ? ; entrada
   682753 ;     5199 ;     O   ;         450 ;   82685 ; saida
   682760 ;     5497 ;     N   ;         150 ;       ? ; entrada
   682780 ;     5497 ;     N   ;         150 ;   32572 ; saida
